Epoch	Train Loss	Test Loss
1	0.199678	0.124618
2	0.110533	0.097615
3	0.092452	0.085266
4	0.083601	0.078204
5	0.076708	0.071889
6	0.071558	0.067539
7	0.068083	0.064789
8	0.065648	0.062684
9	0.063743	0.061096
10	0.062199	0.059931
11	0.060862	0.058838
12	0.059663	0.057478
13	0.058635	0.056382
14	0.057655	0.055891
15	0.056807	0.054921
16	0.056047	0.054376
17	0.055323	0.053524
18	0.054744	0.053425
19	0.054134	0.052916
20	0.053571	0.052068
21	0.053081	0.051756
22	0.052568	0.051481
23	0.052169	0.050912
24	0.051709	0.050640
25	0.051306	0.049991
26	0.050939	0.049854
27	0.050551	0.049533
28	0.050248	0.048930
29	0.049878	0.048832
30	0.049602	0.048769
31	0.049283	0.048251
32	0.048973	0.048643
33	0.048713	0.048187
34	0.048439	0.047464
35	0.048133	0.047554
36	0.047920	0.046908
37	0.047667	0.047323
38	0.047428	0.046723
39	0.047207	0.046544
40	0.046974	0.046431
41	0.046807	0.046121
42	0.046522	0.045999
43	0.046350	0.045902
44	0.046162	0.045511
45	0.045934	0.045785
46	0.045782	0.045326
47	0.045565	0.045127
48	0.045393	0.045175
49	0.045258	0.045025
50	0.045104	0.044713
51	0.044948	0.044722
52	0.044818	0.044833

Best Test Loss: 0.044713 at Epoch 50
Min. Loss Distance: 0.000016 at Epoch 52
