Epoch | Train Loss | Test Loss  | Accuracy | Error Rate | Precision | Recall | Specificity |  NPV   |  FPR   |  FNR   | F1 Score | Fbeta Score
   36 |  0.0506    |   0.0333   |  98.91%  |   0.0109   |  0.9956   | 0.9158 |   0.9994    | 0.9883 | 0.0006 | 0.0842 |  0.9540  | 0.9540
   37 |  0.0518    |   0.0251   |  99.15%  |   0.0085   |  0.9965   | 0.9332 |   0.9995    | 0.9909 | 0.0005 | 0.0668 |  0.9638  | 0.9638
   38 |  0.0500    |   0.0294   |  99.07%  |   0.0093   |  0.9939   | 0.9294 |   0.9992    | 0.9903 | 0.0008 | 0.0706 |  0.9605  | 0.9605
   39 |  0.0502    |   0.0332   |  98.85%  |   0.0115   |  0.9938   | 0.9128 |   0.9992    | 0.9878 | 0.0008 | 0.0872 |  0.9516  | 0.9516
   40 |  0.0496    |   0.0308   |  99.02%  |   0.0098   |  0.9947   | 0.9249 |   0.9993    | 0.9896 | 0.0007 | 0.0751 |  0.9585  | 0.9585
   41 |  0.0475    |   0.0305   |  98.98%  |   0.0102   |  0.9878   | 0.9277 |   0.9984    | 0.9901 | 0.0016 | 0.0723 |  0.9568  | 0.9568
   42 |  0.0483    |   0.0273   |  99.12%  |   0.0088   |  0.9956   | 0.9316 |   0.9994    | 0.9906 | 0.0006 | 0.0684 |  0.9625  | 0.9625
   43 |  0.0468    |   0.0267   |  99.15%  |   0.0085   |  0.9947   | 0.9348 |   0.9993    | 0.9911 | 0.0007 | 0.0652 |  0.9638  | 0.9638
   44 |  0.0459    |   0.0270   |  99.12%  |   0.0088   |  0.9974   | 0.9301 |   0.9997    | 0.9904 | 0.0003 | 0.0699 |  0.9626  | 0.9626
   45 |  0.0456    |   0.0284   |  99.10%  |   0.0090   |  0.9956   | 0.9300 |   0.9994    | 0.9904 | 0.0006 | 0.0700 |  0.9617  | 0.9617
   46 |  0.0448    |   0.0290   |  99.06%  |   0.0094   |  0.9938   | 0.9286 |   0.9992    | 0.9902 | 0.0008 | 0.0714 |  0.9601  | 0.9601
   47 |  0.0446    |   0.0282   |  99.12%  |   0.0088   |  0.9947   | 0.9323 |   0.9993    | 0.9908 | 0.0007 | 0.0677 |  0.9625  | 0.9625
