Epoch	Train Loss	Test Loss
1	0.125432	0.083127
2	0.075372	0.067924
3	0.065663	0.060056
4	0.060125	0.057460
5	0.057232	0.054616
6	0.055108	0.053698
7	0.054009	0.051838
8	0.052891	0.051390
9	0.052176	0.050984
10	0.051242	0.054194
11	0.050813	0.050504
12	0.050086	0.049339
13	0.049865	0.052247
14	0.049345	0.051220
15	0.049015	0.047539
16	0.048723	0.048064
17	0.048310	0.046790
18	0.047945	0.047139
19	0.047768	0.048404

Best Test Loss: 0.046790 at Epoch 17
Min. Loss Distance: 0.000308 at Epoch 11
